source,target,type,value
"search-func-js","CoverLetterGenerator-tsx","tag_based",0.5
"search-func-js","applications-func-js","tag_based",0.5
"search-func-js","activities-ts","tag_based",0.5
"search-func-js","QuickActions-tsx","tag_based",0.5
"search-func-js","Step7HuntSettings-tsx","tag_based",0.5
"search-func-js","next-env-d-ts","tag_based",0.5
"search-func-js","webpack-b66e35ffe30362a3-js","tag_based",0.5
"search-func-js","upload-func-js","tag_based",0.5
"search-func-js","page-tsx","tag_based",0.5
"search-func-js","prisma-ts","tag_based",0.5
"search-func-js","QuestionCard-tsx","tag_based",0.5
"search-func-js","refine-func-js","tag_based",0.5
"search-func-js","middleware-ts","tag_based",0.5
"search-func-js","handler-ts","tag_based",0.5
"search-func-js","processor-ts","tag_based",0.5
"search-func-js","kv-js","tag_based",0.5
"search-func-js","JobFilters-tsx","tag_based",0.5
"search-func-js","generator-ts","tag_based",0.5
"search-func-js","JobCard-tsx","tag_based",0.5
"search-func-js","Step6Resume-tsx","tag_based",0.5
"search-func-js","Step8Launch-tsx","tag_based",0.5
"search-func-js","464d4656c4f3577c-css","tag_based",0.5
"search-func-js","question-generator-ts","tag_based",0.5
"search-func-js","beam-ts","tag_based",0.5
"search-func-js","portals-yml","tag_based",0.5
"search-func-js","ai-cache-ts","tag_based",0.5
"search-func-js","portals-example-yml","tag_based",0.5
"search-func-js","timeline-ts","tag_based",0.5
"search-func-js","cleanup-ts","tag_based",0.5
"search-func-js","Step3CompanyType-tsx","tag_based",0.5
"search-func-js","Step1Roles-tsx","tag_based",0.5
"search-func-js","MatchAnalysis-tsx","tag_based",0.5
"search-func-js","api-tests-ts","tag_based",0.5
"search-func-js","OnboardingWizard-tsx","tag_based",0.5
"search-func-js","Step5Experience-tsx","tag_based",0.5
"search-func-js","wrangler-toml","tag_based",0.5
"openrouter-ts","a2a01d6387f4582ac408232d99c6e00f-js","tag_based",0.5
"openrouter-ts","orchestrator-ts","tag_based",0.5
"openrouter-ts","nop-build-log-json","tag_based",0.5
"openrouter-ts","types-ts","tag_based",0.5
"openrouter-ts","88a389dd6c068190adb2efc795e4063c-js","tag_based",0.5
"openrouter-ts","Header-tsx","tag_based",0.5
"openrouter-ts","browser-print-ts","tag_based",0.5
"openrouter-ts","route-ts","tag_based",0.5
"openrouter-ts","notification-triggers-ts","tag_based",0.5
"openrouter-ts","local-deploy-sh","tag_based",0.5
"openrouter-ts","toggle-func-js","tag_based",0.5
"openrouter-ts","supabase-ts","tag_based",0.5
"openrouter-ts","Step4Sectors-tsx","tag_based",0.5
"openrouter-ts","star-bank-ts","tag_based",0.5
"openrouter-ts","db-test-ts","tag_based",0.5
"openrouter-ts","groq-ts","tag_based",0.5
"openrouter-ts","docker-compose-yml","tag_based",0.5
"openrouter-ts","JobDetails-tsx","tag_based",0.5
"openrouter-ts","dedupe-ts","tag_based",0.5
"openrouter-ts","layout-ed980458e08a7de8-js","tag_based",0.5
"openrouter-ts","rate-limit-ts","tag_based",0.5
"openrouter-ts","not-found-txt","tag_based",0.5
"openrouter-ts","DashboardLayout-tsx","tag_based",0.5
"openrouter-ts","cover-letter-ts","tag_based",0.5
"openrouter-ts","profile-example-yml","tag_based",0.5
"openrouter-ts","adzuna-ts","tag_based",0.5
"openrouter-ts","page-fa1a24a5040f11a5-js","tag_based",0.5
"openrouter-ts","index-ts","tag_based",0.5
"openrouter-ts","layout-tsx","tag_based",0.5
"openrouter-ts","remotive-ts","tag_based",0.5
"openrouter-ts","STAREditor-tsx","tag_based",0.5
"openrouter-ts","states-yml","tag_based",0.5
"openrouter-ts","Sidebar-tsx","tag_based",0.5
"openrouter-ts","4df22a7090abd8ee1a23a2de813e315f-js","tag_based",0.5
"openrouter-ts","profile-yml","tag_based",0.5
"openrouter-ts","contacto-md","tag_based",0.5
"openrouter-ts","StatusUpdate-tsx","tag_based",0.5
"openrouter-ts","adaptor-js","tag_based",0.5
"openrouter-ts","worker-ts","tag_based",0.5
"openrouter-ts","batch-runner-sh","tag_based",0.5
"openrouter-ts","env-ts","tag_based",0.5
"openrouter-ts","extract-text-ts","tag_based",0.5
"openrouter-ts","globals-css","tag_based",0.5
"openrouter-ts","StatsCards-tsx","tag_based",0.5
"openrouter-ts","Step2Location-tsx","tag_based",0.5
"openrouter-ts","prompts-ts","tag_based",0.5
"openrouter-ts","local-deploy-js","tag_based",0.5
"openrouter-ts","career-ops-func-js","tag_based",0.5
"openrouter-ts","cache-api-js","tag_based",0.5
"openrouter-ts","CoverLetterGenerator-tsx","tag_based",0.5
"openrouter-ts","applications-func-js","tag_based",0.5
"openrouter-ts","activities-ts","tag_based",0.5
"openrouter-ts","QuickActions-tsx","tag_based",0.5
"openrouter-ts","Step7HuntSettings-tsx","tag_based",0.5
"openrouter-ts","next-env-d-ts","tag_based",0.5
"openrouter-ts","webpack-b66e35ffe30362a3-js","tag_based",0.5
"openrouter-ts","upload-func-js","tag_based",0.5
"openrouter-ts","page-tsx","tag_based",0.5
"openrouter-ts","prisma-ts","tag_based",0.5
"openrouter-ts","QuestionCard-tsx","tag_based",0.5
"openrouter-ts","refine-func-js","tag_based",0.5
"openrouter-ts","middleware-ts","tag_based",0.5
"openrouter-ts","handler-ts","tag_based",0.5
"openrouter-ts","processor-ts","tag_based",0.5
"openrouter-ts","kv-js","tag_based",0.5
"openrouter-ts","JobFilters-tsx","tag_based",0.5
"openrouter-ts","generator-ts","tag_based",0.5
"openrouter-ts","JobCard-tsx","tag_based",0.5
"openrouter-ts","Step6Resume-tsx","tag_based",0.5
"openrouter-ts","Step8Launch-tsx","tag_based",0.5
"openrouter-ts","464d4656c4f3577c-css","tag_based",0.5
"openrouter-ts","question-generator-ts","tag_based",0.5
"openrouter-ts","beam-ts","tag_based",0.5
"openrouter-ts","portals-yml","tag_based",0.5
"openrouter-ts","ai-cache-ts","tag_based",0.5
"openrouter-ts","portals-example-yml","tag_based",0.5
"openrouter-ts","timeline-ts","tag_based",0.5
"openrouter-ts","cleanup-ts","tag_based",0.5
"openrouter-ts","Step3CompanyType-tsx","tag_based",0.5
"openrouter-ts","Step1Roles-tsx","tag_based",0.5
"openrouter-ts","MatchAnalysis-tsx","tag_based",0.5
"openrouter-ts","api-tests-ts","tag_based",0.5
"openrouter-ts","OnboardingWizard-tsx","tag_based",0.5
"openrouter-ts","Step5Experience-tsx","tag_based",0.5
"openrouter-ts","wrangler-toml","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","orchestrator-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","nop-build-log-json","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","types-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","88a389dd6c068190adb2efc795e4063c-js","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","Header-tsx","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","browser-print-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","route-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","notification-triggers-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","local-deploy-sh","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","toggle-func-js","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","supabase-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","Step4Sectors-tsx","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","star-bank-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","db-test-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","groq-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","docker-compose-yml","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","JobDetails-tsx","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","dedupe-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","layout-ed980458e08a7de8-js","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","rate-limit-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","not-found-txt","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","DashboardLayout-tsx","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","cover-letter-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","profile-example-yml","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","adzuna-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","page-fa1a24a5040f11a5-js","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","index-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","layout-tsx","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","remotive-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","STAREditor-tsx","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","states-yml","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","Sidebar-tsx","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","4df22a7090abd8ee1a23a2de813e315f-js","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","profile-yml","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","contacto-md","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","StatusUpdate-tsx","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","adaptor-js","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","worker-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","batch-runner-sh","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","env-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","extract-text-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","globals-css","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","StatsCards-tsx","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","Step2Location-tsx","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","prompts-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","local-deploy-js","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","career-ops-func-js","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","cache-api-js","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","CoverLetterGenerator-tsx","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","applications-func-js","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","activities-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","QuickActions-tsx","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","Step7HuntSettings-tsx","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","next-env-d-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","webpack-b66e35ffe30362a3-js","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","upload-func-js","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","page-tsx","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","prisma-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","QuestionCard-tsx","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","refine-func-js","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","middleware-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","handler-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","processor-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","kv-js","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","JobFilters-tsx","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","generator-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","JobCard-tsx","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","Step6Resume-tsx","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","Step8Launch-tsx","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","464d4656c4f3577c-css","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","question-generator-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","beam-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","portals-yml","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","ai-cache-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","portals-example-yml","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","timeline-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","cleanup-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","Step3CompanyType-tsx","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","Step1Roles-tsx","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","MatchAnalysis-tsx","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","api-tests-ts","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","OnboardingWizard-tsx","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","Step5Experience-tsx","tag_based",0.5
"a2a01d6387f4582ac408232d99c6e00f-js","wrangler-toml","tag_based",0.5
"orchestrator-ts","nop-build-log-json","tag_based",0.5
"orchestrator-ts","types-ts","tag_based",0.5
"orchestrator-ts","88a389dd6c068190adb2efc795e4063c-js","tag_based",0.5
"orchestrator-ts","Header-tsx","tag_based",0.5
"orchestrator-ts","browser-print-ts","tag_based",0.5
"orchestrator-ts","route-ts","tag_based",0.5
"orchestrator-ts","notification-triggers-ts","tag_based",0.5
"orchestrator-ts","local-deploy-sh","tag_based",0.5
"orchestrator-ts","toggle-func-js","tag_based",0.5
"orchestrator-ts","supabase-ts","tag_based",0.5
"orchestrator-ts","Step4Sectors-tsx","tag_based",0.5
"orchestrator-ts","star-bank-ts","tag_based",0.5
"orchestrator-ts","db-test-ts","tag_based",0.5
"orchestrator-ts","groq-ts","tag_based",0.5
"orchestrator-ts","docker-compose-yml","tag_based",0.5
"orchestrator-ts","JobDetails-tsx","tag_based",0.5
"orchestrator-ts","dedupe-ts","tag_based",0.5
"orchestrator-ts","layout-ed980458e08a7de8-js","tag_based",0.5
"orchestrator-ts","rate-limit-ts","tag_based",0.5
"orchestrator-ts","not-found-txt","tag_based",0.5
"orchestrator-ts","DashboardLayout-tsx","tag_based",0.5
"orchestrator-ts","cover-letter-ts","tag_based",0.5
"orchestrator-ts","profile-example-yml","tag_based",0.5
"orchestrator-ts","adzuna-ts","tag_based",0.5
"orchestrator-ts","page-fa1a24a5040f11a5-js","tag_based",0.5
"orchestrator-ts","index-ts","tag_based",0.5
"orchestrator-ts","layout-tsx","tag_based",0.5
"orchestrator-ts","remotive-ts","tag_based",0.5
"orchestrator-ts","STAREditor-tsx","tag_based",0.5
"orchestrator-ts","states-yml","tag_based",0.5
"orchestrator-ts","Sidebar-tsx","tag_based",0.5
"orchestrator-ts","4df22a7090abd8ee1a23a2de813e315f-js","tag_based",0.5
"orchestrator-ts","profile-yml","tag_based",0.5
"orchestrator-ts","contacto-md","tag_based",0.5
"orchestrator-ts","StatusUpdate-tsx","tag_based",0.5
"orchestrator-ts","adaptor-js","tag_based",0.5
"orchestrator-ts","worker-ts","tag_based",0.5
"orchestrator-ts","batch-runner-sh","tag_based",0.5
"orchestrator-ts","env-ts","tag_based",0.5
"orchestrator-ts","extract-text-ts","tag_based",0.5
"orchestrator-ts","globals-css","tag_based",0.5
"orchestrator-ts","StatsCards-tsx","tag_based",0.5
"orchestrator-ts","Step2Location-tsx","tag_based",0.5
"orchestrator-ts","prompts-ts","tag_based",0.5
"orchestrator-ts","local-deploy-js","tag_based",0.5
"orchestrator-ts","career-ops-func-js","tag_based",0.5
"orchestrator-ts","cache-api-js","tag_based",0.5
"orchestrator-ts","CoverLetterGenerator-tsx","tag_based",0.5
"orchestrator-ts","applications-func-js","tag_based",0.5
"orchestrator-ts","activities-ts","tag_based",0.5
"orchestrator-ts","QuickActions-tsx","tag_based",0.5
"orchestrator-ts","Step7HuntSettings-tsx","tag_based",0.5
"orchestrator-ts","next-env-d-ts","tag_based",0.5
"orchestrator-ts","webpack-b66e35ffe30362a3-js","tag_based",0.5
"orchestrator-ts","upload-func-js","tag_based",0.5
"orchestrator-ts","page-tsx","tag_based",0.5
"orchestrator-ts","prisma-ts","tag_based",0.5
"orchestrator-ts","QuestionCard-tsx","tag_based",0.5
"orchestrator-ts","refine-func-js","tag_based",0.5
"orchestrator-ts","middleware-ts","tag_based",0.5
"orchestrator-ts","handler-ts","tag_based",0.5
"orchestrator-ts","processor-ts","tag_based",0.5
"orchestrator-ts","kv-js","tag_based",0.5
"orchestrator-ts","JobFilters-tsx","tag_based",0.5
"orchestrator-ts","generator-ts","tag_based",0.5
"orchestrator-ts","JobCard-tsx","tag_based",0.5
"orchestrator-ts","Step6Resume-tsx","tag_based",0.5
"orchestrator-ts","Step8Launch-tsx","tag_based",0.5
"orchestrator-ts","464d4656c4f3577c-css","tag_based",0.5
"orchestrator-ts","question-generator-ts","tag_based",0.5
"orchestrator-ts","beam-ts","tag_based",0.5
"orchestrator-ts","portals-yml","tag_based",0.5
"orchestrator-ts","ai-cache-ts","tag_based",0.5
"orchestrator-ts","portals-example-yml","tag_based",0.5
"orchestrator-ts","timeline-ts","tag_based",0.5
"orchestrator-ts","cleanup-ts","tag_based",0.5
"orchestrator-ts","Step3CompanyType-tsx","tag_based",0.5
"orchestrator-ts","Step1Roles-tsx","tag_based",0.5
"orchestrator-ts","MatchAnalysis-tsx","tag_based",0.5
"orchestrator-ts","api-tests-ts","tag_based",0.5
"orchestrator-ts","OnboardingWizard-tsx","tag_based",0.5
"orchestrator-ts","Step5Experience-tsx","tag_based",0.5
"orchestrator-ts","wrangler-toml","tag_based",0.5
"nop-build-log-json","types-ts","tag_based",0.5
"nop-build-log-json","88a389dd6c068190adb2efc795e4063c-js","tag_based",0.5
"nop-build-log-json","Header-tsx","tag_based",0.5
"nop-build-log-json","browser-print-ts","tag_based",0.5
"nop-build-log-json","route-ts","tag_based",0.5
"nop-build-log-json","notification-triggers-ts","tag_based",0.5
"nop-build-log-json","local-deploy-sh","tag_based",0.5
"nop-build-log-json","toggle-func-js","tag_based",0.5
"nop-build-log-json","supabase-ts","tag_based",0.5
"nop-build-log-json","Step4Sectors-tsx","tag_based",0.5
"nop-build-log-json","star-bank-ts","tag_based",0.5
"nop-build-log-json","db-test-ts","tag_based",0.5
"nop-build-log-json","groq-ts","tag_based",0.5
"nop-build-log-json","docker-compose-yml","tag_based",0.5
"nop-build-log-json","JobDetails-tsx","tag_based",0.5
"nop-build-log-json","dedupe-ts","tag_based",0.5
"nop-build-log-json","layout-ed980458e08a7de8-js","tag_based",0.5
"nop-build-log-json","rate-limit-ts","tag_based",0.5
"nop-build-log-json","not-found-txt","tag_based",0.5
"nop-build-log-json","DashboardLayout-tsx","tag_based",0.5
"nop-build-log-json","cover-letter-ts","tag_based",0.5
"nop-build-log-json","profile-example-yml","tag_based",0.5
"nop-build-log-json","adzuna-ts","tag_based",0.5
"nop-build-log-json","page-fa1a24a5040f11a5-js","tag_based",0.5
"nop-build-log-json","index-ts","tag_based",0.5
"nop-build-log-json","layout-tsx","tag_based",0.5
"nop-build-log-json","remotive-ts","tag_based",0.5
"nop-build-log-json","STAREditor-tsx","tag_based",0.5
"nop-build-log-json","states-yml","tag_based",0.5
"nop-build-log-json","Sidebar-tsx","tag_based",0.5
"nop-build-log-json","4df22a7090abd8ee1a23a2de813e315f-js","tag_based",0.5
"nop-build-log-json","profile-yml","tag_based",0.5
"nop-build-log-json","contacto-md","tag_based",0.5
"nop-build-log-json","StatusUpdate-tsx","tag_based",0.5
"nop-build-log-json","adaptor-js","tag_based",0.5
"nop-build-log-json","worker-ts","tag_based",0.5
"nop-build-log-json","batch-runner-sh","tag_based",0.5
"nop-build-log-json","env-ts","tag_based",0.5
"nop-build-log-json","extract-text-ts","tag_based",0.5
"nop-build-log-json","globals-css","tag_based",0.5
"nop-build-log-json","StatsCards-tsx","tag_based",0.5
"nop-build-log-json","Step2Location-tsx","tag_based",0.5
"nop-build-log-json","prompts-ts","tag_based",0.5
"nop-build-log-json","local-deploy-js","tag_based",0.5
"nop-build-log-json","career-ops-func-js","tag_based",0.5
"nop-build-log-json","cache-api-js","tag_based",0.5
"nop-build-log-json","CoverLetterGenerator-tsx","tag_based",0.5
"nop-build-log-json","applications-func-js","tag_based",0.5
"nop-build-log-json","activities-ts","tag_based",0.5
"nop-build-log-json","QuickActions-tsx","tag_based",0.5
"nop-build-log-json","Step7HuntSettings-tsx","tag_based",0.5
"nop-build-log-json","next-env-d-ts","tag_based",0.5
"nop-build-log-json","webpack-b66e35ffe30362a3-js","tag_based",0.5
"nop-build-log-json","upload-func-js","tag_based",0.5
"nop-build-log-json","page-tsx","tag_based",0.5
"nop-build-log-json","prisma-ts","tag_based",0.5
"nop-build-log-json","QuestionCard-tsx","tag_based",0.5
"nop-build-log-json","refine-func-js","tag_based",0.5
"nop-build-log-json","middleware-ts","tag_based",0.5
"nop-build-log-json","handler-ts","tag_based",0.5
"nop-build-log-json","processor-ts","tag_based",0.5
"nop-build-log-json","kv-js","tag_based",0.5
"nop-build-log-json","JobFilters-tsx","tag_based",0.5
"nop-build-log-json","generator-ts","tag_based",0.5
"nop-build-log-json","JobCard-tsx","tag_based",0.5
"nop-build-log-json","Step6Resume-tsx","tag_based",0.5
"nop-build-log-json","Step8Launch-tsx","tag_based",0.5
"nop-build-log-json","464d4656c4f3577c-css","tag_based",0.5
"nop-build-log-json","question-generator-ts","tag_based",0.5
"nop-build-log-json","beam-ts","tag_based",0.5
"nop-build-log-json","portals-yml","tag_based",0.5
"nop-build-log-json","ai-cache-ts","tag_based",0.5
"nop-build-log-json","portals-example-yml","tag_based",0.5
"nop-build-log-json","timeline-ts","tag_based",0.5
"nop-build-log-json","cleanup-ts","tag_based",0.5
"nop-build-log-json","Step3CompanyType-tsx","tag_based",0.5
"nop-build-log-json","Step1Roles-tsx","tag_based",0.5
"nop-build-log-json","MatchAnalysis-tsx","tag_based",0.5
"nop-build-log-json","api-tests-ts","tag_based",0.5
"nop-build-log-json","OnboardingWizard-tsx","tag_based",0.5
"nop-build-log-json","Step5Experience-tsx","tag_based",0.5
"nop-build-log-json","wrangler-toml","tag_based",0.5
"types-ts","88a389dd6c068190adb2efc795e4063c-js","tag_based",0.5
"types-ts","Header-tsx","tag_based",0.5
"types-ts","browser-print-ts","tag_based",0.5
"types-ts","route-ts","tag_based",0.5
"types-ts","notification-triggers-ts","tag_based",0.5
"types-ts","local-deploy-sh","tag_based",0.5
"types-ts","toggle-func-js","tag_based",0.5
"types-ts","supabase-ts","tag_based",0.5
"types-ts","Step4Sectors-tsx","tag_based",0.5
"types-ts","star-bank-ts","tag_based",0.5
"types-ts","db-test-ts","tag_based",0.5
"types-ts","groq-ts","tag_based",0.5
"types-ts","docker-compose-yml","tag_based",0.5
"types-ts","JobDetails-tsx","tag_based",0.5
"types-ts","dedupe-ts","tag_based",0.5
"types-ts","layout-ed980458e08a7de8-js","tag_based",0.5
"types-ts","rate-limit-ts","tag_based",0.5
"types-ts","not-found-txt","tag_based",0.5
"types-ts","DashboardLayout-tsx","tag_based",0.5
"types-ts","cover-letter-ts","tag_based",0.5
"types-ts","profile-example-yml","tag_based",0.5
"types-ts","adzuna-ts","tag_based",0.5
"types-ts","page-fa1a24a5040f11a5-js","tag_based",0.5
"types-ts","index-ts","tag_based",0.5
"types-ts","layout-tsx","tag_based",0.5
"types-ts","remotive-ts","tag_based",0.5
"types-ts","STAREditor-tsx","tag_based",0.5
"types-ts","states-yml","tag_based",0.5
"types-ts","Sidebar-tsx","tag_based",0.5
"types-ts","4df22a7090abd8ee1a23a2de813e315f-js","tag_based",0.5
"types-ts","profile-yml","tag_based",0.5
"types-ts","contacto-md","tag_based",0.5
"types-ts","StatusUpdate-tsx","tag_based",0.5
"types-ts","adaptor-js","tag_based",0.5
"types-ts","worker-ts","tag_based",0.5
"types-ts","batch-runner-sh","tag_based",0.5
"types-ts","env-ts","tag_based",0.5
"types-ts","extract-text-ts","tag_based",0.5
"types-ts","globals-css","tag_based",0.5
"types-ts","StatsCards-tsx","tag_based",0.5
"types-ts","Step2Location-tsx","tag_based",0.5
"types-ts","prompts-ts","tag_based",0.5
"types-ts","local-deploy-js","tag_based",0.5
"types-ts","career-ops-func-js","tag_based",0.5
"types-ts","cache-api-js","tag_based",0.5
"types-ts","CoverLetterGenerator-tsx","tag_based",0.5
"types-ts","applications-func-js","tag_based",0.5
"types-ts","activities-ts","tag_based",0.5
"types-ts","QuickActions-tsx","tag_based",0.5
"types-ts","Step7HuntSettings-tsx","tag_based",0.5
"types-ts","next-env-d-ts","tag_based",0.5
"types-ts","webpack-b66e35ffe30362a3-js","tag_based",0.5
"types-ts","upload-func-js","tag_based",0.5
"types-ts","page-tsx","tag_based",0.5
"types-ts","prisma-ts","tag_based",0.5
"types-ts","QuestionCard-tsx","tag_based",0.5
"types-ts","refine-func-js","tag_based",0.5
"types-ts","middleware-ts","tag_based",0.5
"types-ts","handler-ts","tag_based",0.5
"types-ts","processor-ts","tag_based",0.5
"types-ts","kv-js","tag_based",0.5
"types-ts","JobFilters-tsx","tag_based",0.5
"types-ts","generator-ts","tag_based",0.5
"types-ts","JobCard-tsx","tag_based",0.5
"types-ts","Step6Resume-tsx","tag_based",0.5
"types-ts","Step8Launch-tsx","tag_based",0.5
"types-ts","464d4656c4f3577c-css","tag_based",0.5
"types-ts","question-generator-ts","tag_based",0.5
"types-ts","beam-ts","tag_based",0.5
"types-ts","portals-yml","tag_based",0.5
"types-ts","ai-cache-ts","tag_based",0.5
"types-ts","portals-example-yml","tag_based",0.5
"types-ts","timeline-ts","tag_based",0.5
"types-ts","cleanup-ts","tag_based",0.5
"types-ts","Step3CompanyType-tsx","tag_based",0.5
"types-ts","Step1Roles-tsx","tag_based",0.5
"types-ts","MatchAnalysis-tsx","tag_based",0.5
"types-ts","api-tests-ts","tag_based",0.5
"types-ts","OnboardingWizard-tsx","tag_based",0.5
"types-ts","Step5Experience-tsx","tag_based",0.5
"types-ts","wrangler-toml","tag_based",0.5
"88a389dd6c068190adb2efc795e4063c-js","Header-tsx","tag_based",0.5
"88a389dd6c068190adb2efc795e4063c-js","browser-print-ts","tag_based",0.5
"88a389dd6c068190adb2efc795e4063c-js","route-ts","tag_based",0.5
"88a389dd6c068190adb2efc795e4063c-js","notification-triggers-ts","tag_based",0.5
"88a389dd6c068190adb2efc795e4063c-js","local-deploy-sh","tag_based",0.5
"88a389dd6c068190adb2efc795e4063c-js","toggle-func-js","tag_based",0.5
"88a389dd6c068190adb2efc795e4063c-js","supabase-ts","tag_based",0.5
"88a389dd6c068190adb2efc795e4063c-js","Step4Sectors-tsx","tag_based",0.5
"88a389dd6c068190adb2efc795e4063c-js","star-bank-ts","tag_based",0.5
"88a389dd6c068190adb2efc795e4063c-js","db-test-ts","tag_based",0.5
"88a389dd6c068190adb2efc795e4063c-js","groq-ts","tag_based",0.5
"88a389dd6c068190adb2efc795e4063c-js","docker-compose-yml","tag_based",0.5
"88a389dd6c068190adb2efc795e4063c-js","JobDetails-tsx","tag_based",0.5
"88a389dd6c068190adb2efc795e4063c-js","dedupe-ts","tag_based",0.5
